"year","padded_population_of_researchers","number_of_inmigrations","number_of_outmigrations","region","incomelevel","gdp_per_capita","population","syn"
2006,1308,57,43,"South Asia","LMC",480.180053710938,42870884,FALSE
2012,1240,25,29,"Europe & Central Asia","LMC",1308.13978544561,27302800,FALSE
2003,204138,1768,2413,"East Asia & Pacific","HIC",12257.0206622345,51217803,FALSE
2014,506,10,7,"Europe & Central Asia","LMC",1043.89988618266,8725318,FALSE
2016,1611,74,66,"Middle East & North Africa","HIC",24722.6388245874,3646518,FALSE
1999,161,3,13,"Sub-Saharan Africa","LIC",335.711994876849,10916993,FALSE
2009,290,14,16,"Latin America & Caribbean","LMC",1495.73375442812,10569697,FALSE
2008,23,1,0,NA,NA,NA,NA,FALSE
2001,25,0,2,"Sub-Saharan Africa","LMC",716.482616031128,15366864,FALSE
2020,21,2,2,NA,NA,NA,NA,FALSE
2008,48898,1228,1256,"Europe & Central Asia","HIC",59592.9806886454,9378126,FALSE
2012,87894,727,1282,"Europe & Central Asia","UMC",9152.73722334937,75175827,FALSE
1998,12734,202,253,"South Asia","LMC",644.457156981743,150211005,FALSE
2002,59,4,4,"Latin America & Caribbean","UMC",2106.73946874831,5211541,FALSE
2019,5756,173,85,"Middle East & North Africa","LMC",5162.03295880358,21506813,FALSE
2015,5117,139,84,"Sub-Saharan Africa","LIC",557.534148360438,140490722,FALSE
2003,53,5,3,"Europe & Central Asia","HIC",77033.2123647915,36806,FALSE
2006,21,0,1,"East Asia & Pacific","LMC",2639.80566895345,257313,FALSE
2000,151,9,4,"Middle East & North Africa","UMC",7424.35347156722,111725,FALSE
2018,5371,95,144,"Latin America & Caribbean","UMC",12179.2566735195,29838021,FALSE
2018,259,17,34,"East Asia & Pacific","LMC",1204.49647224228,50218185,FALSE
2000,305,15,13,"Middle East & North Africa","HIC",31440.2207124561,401268,FALSE
2013,1968,85,52,"Latin America & Caribbean","HIC",23664.8823485096,3646518,FALSE
2019,267,12,9,"Latin America & Caribbean","LMC",2025.32143224265,6298598,FALSE
2010,204,12,6,"Sub-Saharan Africa","LIC",772.124933818401,6041348,FALSE
2020,20765,222,232,"Europe & Central Asia","UMC",6809.15980400146,6899126,FALSE
2009,27872,391,354,"Europe & Central Asia","HIC",24949.0413566739,10203008,FALSE
2008,23778,526,353,"Europe & Central Asia","HIC",47481.4845364339,5200598,FALSE
2018,762,47,39,"Latin America & Caribbean","UMC",5273.14902681979,2794445,FALSE
2013,49,1,2,"Sub-Saharan Africa","LIC",491.189804120376,10365614,FALSE
1999,31,1,0,"Sub-Saharan Africa","HIC",11802.1118276833,33389,FALSE
2019,191,10,8,"Sub-Saharan Africa","LMC",1749.95423645373,31273533,FALSE
2018,1147,27,31,"Middle East & North Africa","UMC",4376.24249318339,4173398,FALSE
2013,19,2,0,"Latin America & Caribbean","UMC",11270.4747103578,510572,FALSE
2002,6914,131,217,"Europe & Central Asia","HIC",1599.90622808339,21574326,FALSE
2004,532,17,13,"Sub-Saharan Africa","LIC",737.122802734375,12751995,FALSE
1998,6067,142,94,"Europe & Central Asia","HIC",8731.93736824381,21336697,FALSE
2020,155,10,2,"Sub-Saharan Africa","LIC",238.205945258781,11493472,FALSE
2006,622,29,24,"Latin America & Caribbean","HIC",13682.76361003,1376919,FALSE
2017,152,7,5,"Sub-Saharan Africa","LMC",1579.20071673512,4270712,FALSE
2009,10,2,1,NA,NA,NA,NA,FALSE
2007,15,1,0,"South Asia","UMC",9480.43151420101,69371,FALSE
2014,1339874,24443,21553,"North America","HIC",65120.3946628653,318386329,FALSE
2011,2165,63,35,"Middle East & North Africa","HIC",17937.9795676859,1518147,FALSE
2014,8720,297,296,"South Asia","LMC",1139.18989203941,154030139,FALSE
2008,76,4,3,"Europe & Central Asia","HIC",130908.389678938,37029,FALSE
2012,3973,55,35,"Europe & Central Asia","HIC",15008.3132445526,1519955,FALSE
2004,1,1,1,NA,NA,NA,NA,FALSE
2018,1168,18,34,"Middle East & North Africa","LIC",578.512010463323,25864350,FALSE
2011,37,2,0,"Sub-Saharan Africa","LIC",236.451347486235,10494913,FALSE
2011,69,6,3,"Europe & Central Asia","HIC",43988.5280290494,430475,FALSE
2019,967,100,28,"Latin America & Caribbean","LMC",3068.81255516456,4685306,FALSE
2005,14705,425,285,"Sub-Saharan Africa","UMC",7735.32208018486,69601333,FALSE
2013,6804,137,179,"Latin America & Caribbean","INX",15975.7293753361,30563433,FALSE
2005,10023,63,99,"Europe & Central Asia","HIC",9723.38102385632,3322528,FALSE
2017,88,6,3,"Sub-Saharan Africa","LMC",3757.65995326233,776313,FALSE
2009,2778,105,81,"Sub-Saharan Africa","LMC",1638.80468426443,19878036,FALSE
2007,266,16,5,"Sub-Saharan Africa","UMC",4322.62926597991,2007320,FALSE
2006,25633,550,625,"Europe & Central Asia","HIC",74434.4996835671,4401365,FALSE
2018,45277,978,886,"Middle East & North Africa","HIC",36941.8423573582,9080505,FALSE
2001,55623,1333,1316,"East Asia & Pacific","HIC",13165.08362497,33416270,FALSE
2016,219,6,11,"Latin America & Caribbean","LMC",1981.85836665362,7956382,FALSE
2013,1119,42,61,"Sub-Saharan Africa","LIC",503.498058680237,18718019,FALSE
2002,21,4,0,"East Asia & Pacific","UMC",1953.37135476763,5923852,FALSE
2020,6,3,2,NA,NA,NA,NA,FALSE
2014,242,8,21,"Latin America & Caribbean","LMC",1644.80148124531,8326348,FALSE
2002,4630,153,135,"East Asia & Pacific","HIC",22781.082819458,2073894,FALSE
2009,19021,459,451,"Middle East & North Africa","LMC",3017.25833578941,85501064,FALSE
1998,4,3,0,NA,NA,NA,NA,FALSE
2005,46,2,3,"Sub-Saharan Africa","LMC",1050.13310723996,2095242,FALSE
2002,24,3,2,"Sub-Saharan Africa","LMC",814.997919701067,15366864,FALSE
2011,23,5,0,NA,NA,NA,NA,FALSE
2000,91951,1485,1560,"Europe & Central Asia","HIC",15369.0011599444,31020902,FALSE
2016,35016,660,755,"Europe & Central Asia","HIC",20563.7136012629,10496088,FALSE
2008,6911,116,108,"Latin America & Caribbean","INX",15975.7293753361,27102081,FALSE
1999,74,11,9,"East Asia & Pacific","HIC",17971.8922877592,267499,FALSE
2005,52753,375,489,"Europe & Central Asia","UMC",6920.19970703125,50565812,FALSE
2016,189,37,35,NA,NA,NA,NA,FALSE
2014,2240,111,68,"Europe & Central Asia","UMC",11899.8139833748,6975761,FALSE
2004,111105,3362,3353,"North America","HIC",56242.8933645639,21249199,FALSE
2005,185,22,7,NA,NA,NA,NA,FALSE
2019,86,9,13,"Latin America & Caribbean","HIC",5668.42976474423,759087,FALSE
2003,198595,4575,4889,"Europe & Central Asia","HIC",34442.6875402308,82376451,FALSE
2009,1824,21,25,"Europe & Central Asia","UMC",4504.50809414268,3811088,FALSE
2013,341323,2624,2999,"South Asia","LMC",1468.82208238833,1291132063,FALSE
2018,45277,838,1108,"Sub-Saharan Africa","LMC",2187.7275390625,188666931,FALSE
2013,36520,1104,865,"Middle East & North Africa","HIC",44846.7915954816,8546000,FALSE
2017,632,47,28,"Sub-Saharan Africa","UMC",5126.17614281673,2243001,FALSE
2006,95,2,1,"Sub-Saharan Africa","LMC",301.58191391586,8838369,FALSE
2009,318,30,21,"Middle East & North Africa","LIC",7221.64388308259,21827220,FALSE
2000,349,18,14,"Europe & Central Asia","UMC",1861.89899780644,2026350,FALSE
2010,79603,1627,1533,"Europe & Central Asia","HIC",51965.1571531985,16693074,FALSE
2011,1702,22,28,"Europe & Central Asia","UMC",3643.71540108565,2895092,FALSE
2010,53,1,4,"Latin America & Caribbean","UMC",5053.33028494248,5405326,FALSE
2005,6234,104,133,"Europe & Central Asia","HIC",3494.99056448955,21451748,FALSE
2018,691,14,16,"Sub-Saharan Africa","LIC",873.554887235302,6926635,FALSE
2007,201,6,5,"Sub-Saharan Africa","LMC",467.379592708984,20211114,FALSE
2014,21,1,3,"Latin America & Caribbean","HIC",35365.0693039774,46264,FALSE
2007,1042233,15145,16049,"North America","HIC",48650.6431283336,298379912,FALSE
2000,244,27,14,"Sub-Saharan Africa","LMC",1237.13141694264,10863543,FALSE
2015,181,17,48,NA,NA,NA,NA,FALSE
2001,15,0,0,"Middle East & North Africa","UMC",1711.71446057638,9668,FALSE
2003,38,6,10,"Latin America & Caribbean","HIC",1036.01987731035,156357,FALSE
2019,134,6,3,"East Asia & Pacific","LMC",4048.46711296568,311685,FALSE
2010,2340,87,67,"Sub-Saharan Africa","LMC",1383.81386476157,15354608,FALSE
2011,192,8,15,"East Asia & Pacific","HIC",37427.5400573102,401906,FALSE
2016,5843,246,286,"Middle East & North Africa","LMC",5599.95752260733,6109252,FALSE
1998,82,3,8,"East Asia & Pacific","HIC",16393.7437301859,283788,FALSE
2015,183262,2044,1576,"East Asia & Pacific","HIC",29280.4403170048,51014947,FALSE
2004,142,15,3,"Sub-Saharan Africa","UMC",3705.81808865207,1341696,FALSE
2016,266,4,5,"Latin America & Caribbean","UMC",6098.60007958976,10647244,FALSE
2007,13,0,1,"Sub-Saharan Africa","LIC",131.02323900236,9758281,FALSE
2012,3031,253,75,"Middle East & North Africa","LMC",578.512010463323,94451280,FALSE
2009,50536,736,900,"Europe & Central Asia","HIC",22992.8793833348,10474410,FALSE
2016,903,33,38,"Latin America & Caribbean","UMC",3870.31298246063,15237728,FALSE
2003,101,7,2,"Europe & Central Asia","LMC",322.899863859665,4208834,FALSE
2005,2503,88,77,"Sub-Saharan Africa","LMC",1250.40691277354,14751356,FALSE
2020,38,0,1,"Latin America & Caribbean","UMC",5519.3390084833,68262,FALSE
2003,37,5,2,"Latin America & Caribbean","UMC",2953.24784377211,177888,FALSE
2015,24652,317,417,"Europe & Central Asia","HIC",13077.305465178,10038188,FALSE
2000,18,0,5,"East Asia & Pacific","HIC",15387.5287044496,107001,FALSE
2013,293037,6704,6811,"Europe & Central Asia","HIC",46705.8957963353,83092962,FALSE
2010,31989,833,597,"Europe & Central Asia","HIC",20563.7136012629,10542964,FALSE
2010,349,18,8,"Sub-Saharan Africa","UMC",8000.37643182154,1458353,FALSE
2014,24,2,1,NA,NA,NA,NA,FALSE
2020,87729,778,747,NA,NA,NA,NA,FALSE
2007,544184,2939,4041,"East Asia & Pacific","UMC",3468.32706308591,1311020000,FALSE
2008,234,6,8,"East Asia & Pacific","LMC",966.393838565694,6041348,FALSE
2008,68,9,7,"East Asia & Pacific","HIC",31642.1462570316,47790,FALSE
1999,13416,332,274,"Europe & Central Asia","HIC",12549.036894906,10294373,FALSE
2010,4334,204,97,"East Asia & Pacific","UMC",4184.88598248749,28806185,FALSE
2011,20464,503,435,"Middle East & North Africa","UMC",5396.64358573682,66826754,FALSE
2012,266,14,5,"Europe & Central Asia","HIC",165497.097810044,405308,FALSE
2012,36046,710,762,"Europe & Central Asia","HIC",23217.2954965207,10732882,FALSE
2011,4735,153,102,"Sub-Saharan Africa","LMC",1099.31546497439,129583026,FALSE
2018,37445,597,574,"Latin America & Caribbean","UMC",13080.2547323367,43590368,FALSE
2020,27283,1596,1533,"Middle East & North Africa","LMC",3017.25833578941,95592324,FALSE
2000,100,11,4,"Europe & Central Asia","UMC",813.789396580449,3089027,FALSE
2004,532,26,12,"Latin America & Caribbean","HIC",5233.45717058668,1376919,FALSE
2007,207,14,23,"Sub-Saharan Africa","LIC",472.178427355585,9523168,FALSE
2005,5275,88,49,"Middle East & North Africa","LMC",2751.42358398438,25493988,FALSE
2009,17,1,2,"Europe & Central Asia","HIC",48433.5702995685,56200,FALSE
2008,241578,6331,5992,"Europe & Central Asia","HIC",41572.4559481507,61806995,FALSE
2012,56,4,2,"Europe & Central Asia","HIC",44902.38771225,48418,FALSE
2002,107,3,0,"Europe & Central Asia","LMC",223.229846970577,8372306,FALSE
2008,599,28,18,"South Asia","LMC",1469.36145002684,14363532,FALSE
1999,161,9,8,"Sub-Saharan Africa","UMC",1737.87928692973,2922153,FALSE
2012,283496,10342,9766,"Europe & Central Asia","HIC",46749.4762280016,64602298,FALSE
2015,32385,751,570,"Middle East & North Africa","HIC",41114.7817082553,7308800,FALSE
2014,177796,2035,1919,"East Asia & Pacific","HIC",25097.595426845,49936638,FALSE
2008,27983,613,524,"Latin America & Caribbean","HIC",9418.27492364213,9920362,FALSE
2019,148380,4422,4385,"North America","HIC",45129.4292980922,34339328,FALSE
1999,29480,983,954,"Europe & Central Asia","HIC",25252.8019066564,10558177,FALSE
2008,7676,140,153,"Europe & Central Asia","HIC",20890.1664304173,2057159,FALSE
2014,52,6,8,"Sub-Saharan Africa","HIC",12113.881722186,63740,FALSE
2015,2738,225,125,"Europe & Central Asia","HIC",26608.6953125,676283,FALSE
2014,37,2,2,"South Asia","UMC",6743.13096281125,156855,FALSE
2019,40,1,0,"Latin America & Caribbean","UMC",7240.67911908479,166470,FALSE
2003,77,4,3,"Sub-Saharan Africa","LIC",199.643227895834,51662071,FALSE
2010,29845,911,1016,"Europe & Central Asia","HIC",46915.3374004507,7110001,FALSE
2012,31407,384,366,"Europe & Central Asia","HIC",22804.5776774507,10514844,FALSE
2009,18146,460,607,"East Asia & Pacific","HIC",28224.0951563146,4489544,FALSE
2004,1210,21,17,"Europe & Central Asia","LMC",465.119886944025,26881544,FALSE
2020,3620,93,87,"Latin America & Caribbean","UMC",8831.91040872027,29749589,FALSE
2019,62806,903,1805,"East Asia & Pacific","UMC",9699.60046342736,71051678,FALSE
2004,16,1,0,"Sub-Saharan Africa","LIC",287.274691932321,2392880,FALSE
2015,27566,242,374,"Europe & Central Asia","LMC",2144.78034442697,45004673,FALSE
2017,1850,130,60,"Middle East & North Africa","HIC",73220.6355551661,604167,FALSE
2014,269,19,8,"Sub-Saharan Africa","LIC",640.676265282984,4985289,FALSE
2014,33462,718,573,"Europe & Central Asia","HIC",50327.2402902632,5379475,FALSE
2014,6047,146,164,"Latin America & Caribbean","INX",8369.23526829668,29838021,FALSE
2000,12,0,0,"Middle East & North Africa","HIC",15622.7030493852,108397,FALSE
2003,5372,122,63,"Middle East & North Africa","LMC",1754.58236097572,21632850,FALSE
2014,21523,1417,686,"East Asia & Pacific","HIC",55547.5553077786,4657740,FALSE
1998,10,1,0,"Middle East & North Africa","LMC",519.591639254824,1994243,FALSE
2009,59170,661,900,"East Asia & Pacific","UMC",5614.3860223103,67328239,FALSE
2015,35,5,1,"Latin America & Caribbean","UMC",5865.47090174488,176413,FALSE
2017,8275,111,137,"Latin America & Caribbean","UMC",8543.33006731328,11316697,FALSE
2003,12985,396,419,"Europe & Central Asia","HIC",33368.142415092,4265762,FALSE
2013,2419,68,70,"Europe & Central Asia","UMC",4021.75522955035,3756441,FALSE
2014,30,2,2,"Sub-Saharan Africa","LMC",1484.17010509944,1057198,FALSE
2002,7,0,0,"Middle East & North Africa","LMC",668.854619037377,515638,FALSE
2013,160,14,11,"Latin America & Caribbean","LMC",2457.6860424186,9294505,FALSE
2007,1243,90,42,"Europe & Central Asia","UMC",2239.09526529896,13555422,FALSE
1999,309,15,16,"Latin America & Caribbean","UMC",1582.75860694668,13739299,FALSE
2001,137,6,6,"Middle East & North Africa","HIC",14346.1862627122,399020,FALSE
2018,1037,69,53,"East Asia & Pacific","LMC",1400.89926522987,16396860,FALSE
2006,4,0,3,"Sub-Saharan Africa","LMC",NA,9411103,FALSE
2002,160,15,8,"Middle East & North Africa","UMC",3789.20526972462,9522948,FALSE
1998,150,15,8,"Sub-Saharan Africa","LIC",378.157501220703,17768505,FALSE
1999,1073,48,62,"Middle East & North Africa","LMC",3994.86114388889,4446666,FALSE
2008,27983,784,748,"Europe & Central Asia","HIC",48663.6004439251,8081957,FALSE
2008,23778,586,367,"Europe & Central Asia","HIC",97666.6951838749,4828726,FALSE
2008,15332,89,83,"Europe & Central Asia","HIC",5757.53127301178,4311159,FALSE
2007,2250,73,61,"Sub-Saharan Africa","LMC",1177.96860522717,9928549,FALSE
2012,1168,37,53,"Middle East & North Africa","LIC",693.816504026198,20772595,FALSE
2012,3699,95,88,"Sub-Saharan Africa","LMC",1484.22707035644,30431902,FALSE
2002,680,41,34,"Sub-Saharan Africa","LMC",474.30220105818,11716454,FALSE
2008,66,2,4,"East Asia & Pacific","LMC",1526.15990773608,713331,FALSE
2017,589,42,32,"Sub-Saharan Africa","LIC",451.089088517319,27696493,FALSE
2012,35588,524,358,"South Asia","LMC",973.773904318684,213524840,FALSE
2007,128,4,4,"Europe & Central Asia","LMC",476.551885951653,4974552,FALSE
2001,1512,37,43,"Europe & Central Asia","HIC",3293.22997867086,1388115,FALSE
2019,37429,2337,1716,"Europe & Central Asia","HIC",54589.0603860606,7483934,FALSE
2000,591,43,32,"Sub-Saharan Africa","LMC",1154.4790670714,18970215,FALSE
2011,4483,80,99,"Europe & Central Asia","HIC",12639.4000677296,4887613,FALSE
2018,16,1,0,"East Asia & Pacific","LMC",1403.99385262696,111618,FALSE
2017,20,7,1,"East Asia & Pacific","UMC",NA,5958482,FALSE
2008,62,6,6,"Sub-Saharan Africa","LIC",453.387382075258,1414091,FALSE
2004,9953,154,153,"Europe & Central Asia","HIC",4618.00350802913,10129552,FALSE
2018,691,14,7,"Sub-Saharan Africa","LMC",2753.97105782901,756121,FALSE
2017,37983,984,890,"Middle East & North Africa","HIC",41114.7817082553,5495303,FALSE
1999,328,10,9,"Latin America & Caribbean","LMC",977.329417675872,9377388,FALSE
2018,88196,1029,754,NA,NA,NA,NA,FALSE
2009,74832,640,502,"Europe & Central Asia","HIC",23424.4804601855,38042794,FALSE
2011,280,27,6,"Sub-Saharan Africa","LIC",647.385534561172,4889391,FALSE
2010,15,0,0,"Latin America & Caribbean","HIC",26043.1563253011,57626,FALSE
2014,437,26,19,"Sub-Saharan Africa","UMC",6975.69519191402,1549774,FALSE
2001,32695,936,651,"Europe & Central Asia","HIC",26214.498549887,8857874,FALSE
2008,7923,111,175,"Latin America & Caribbean","UMC",5094.43756186586,11298710,FALSE
2008,16218,131,185,"Europe & Central Asia","HIC",8360.33775916596,16495538,FALSE
2007,522,16,23,"Sub-Saharan Africa","LIC",621.734576119957,14080912,FALSE
2002,1060,38,27,"Latin America & Caribbean","UMC",2595.54301144732,27014909,FALSE
2001,25,0,2,"East Asia & Pacific","LMC",272.36243261299,11899006,FALSE
2010,26085,723,576,"Middle East & North Africa","LMC",2212.21814788932,65988663,FALSE
2016,20,0,2,"Latin America & Caribbean","HIC",18133.8226008953,92664,FALSE
2020,56136,1831,1600,"Europe & Central Asia","HIC",42012.6227191016,11427054,FALSE
2020,2140,27,41,"Europe & Central Asia","UMC",4156.95750022299,3743142,FALSE
2002,19,2,6,"Europe & Central Asia","HIC",41770.1466183714,56765,FALSE
2011,24524,526,466,"Sub-Saharan Africa","UMC",6965.1378973693,49996094,FALSE
2005,559,39,21,"Sub-Saharan Africa","LMC",2116.86894319341,3672839,FALSE
2020,27283,366,384,"Europe & Central Asia","HIC",41222.6020004611,630419,FALSE
2002,21662,591,562,"Middle East & North Africa","HIC",20106.6307473306,6689700,FALSE
1998,780,59,38,"Middle East & North Africa","HIC",6742.82460298065,3262683,FALSE
2017,43,0,4,"East Asia & Pacific","UMC",4878.97868604087,105707,FALSE
2018,1206,44,34,"Sub-Saharan Africa","LIC",462.404228818383,16477966,FALSE
2005,4591,223,147,"Middle East & North Africa","HIC",16496.1316167114,26400068,FALSE
2000,424,22,18,"Europe & Central Asia","HIC",48659.5988753233,543021,FALSE
2020,26,2,1,"Latin America & Caribbean","UMC",11270.4747103578,400728,FALSE
2001,110,10,6,"Middle East & North Africa","UMC",1755.84958223191,2776568,FALSE
2020,2660,235,147,"Middle East & North Africa","HIC",41525.1389031283,2807235,FALSE
2004,211,9,3,"Sub-Saharan Africa","UMC",4818.21310297023,1859085,FALSE
2004,193,16,16,"Latin America & Caribbean","HIC",4569.65241228159,2943120,FALSE
2006,1308,40,28,"Sub-Saharan Africa","UMC",3692.75260281301,3047246,FALSE
2016,1365,82,86,"Sub-Saharan Africa","LMC",1462.67835252138,17835893,FALSE
2006,9,0,0,"East Asia & Pacific","HIC",15641.657782516,108453,FALSE
2010,19,0,1,"Europe & Central Asia","UMC",4286.88050515414,4569132,FALSE
2015,3963,111,79,"Latin America & Caribbean","HIC",18995.3970195554,3413766,FALSE
2017,1333,73,45,"Middle East & North Africa","UMC",3272.15432360708,3814419,FALSE
2015,24652,317,439,"Europe & Central Asia","HIC",13715.0703590361,10902022,FALSE
2020,24,3,3,"Sub-Saharan Africa","UMC",9788.98380398528,1243941,FALSE
2004,2091,129,68,"Middle East & North Africa","HIC",27601.4000590722,4280993,FALSE
2007,26207,475,297,"Europe & Central Asia","HIC",24821.9367451879,6783500,FALSE
2011,42,5,0,"Europe & Central Asia","HIC",45680.5469412164,81131,FALSE
2016,39,3,2,"Sub-Saharan Africa","HIC",8528.63015087044,49500,FALSE
2018,28,3,2,NA,NA,NA,NA,FALSE
2009,250,18,17,"Sub-Saharan Africa","LIC",857.858239870456,1711294,FALSE
2003,157,19,7,"Sub-Saharan Africa","UMC",2571.98239738661,813947,FALSE
2020,7982,340,239,"Sub-Saharan Africa","LIC",846.881199214917,105293228,FALSE
1998,706,30,32,"South Asia","LMC",1060.1369431645,15417523,FALSE
2013,678,19,13,"East Asia & Pacific","LMC",4402.30452266711,27128337,FALSE
2019,244,23,19,"East Asia & Pacific","UMC",4280.28840404719,918996,FALSE
2010,1956,123,66,"Middle East & North Africa","HIC",45140.7690772438,4898954,FALSE
